,Prime,Prime_diff
1739,7627,4055
1740,7631,3576
1741,7633,4057
1742,7639,3582
1743,7643,4061
1744,7649,3588
1745,7657,4069
1746,7661,3592
1747,7663,4071
1748,7667,3596
1749,7669,4073
1750,7673,3600
1751,7681,4081
1752,7687,3606
1753,7691,4085
1754,7697,3612
1755,7699,4087
1756,7703,3616
1757,7709,4093
1758,7711,3618
1759,7717,4099
1760,7723,3624
1761,7727,4103
1762,7729,3626
1763,7733,4107
1764,7739,3632
1765,7741,4109
1766,7747,3638
1767,7751,4113
1768,7753,3640
1769,7757,4117
1770,7759,3642
1771,7769,4127
1772,7771,3644
1773,7781,4137
1774,7783,3646
1775,7787,4141
1776,7789,3648
1777,7793,4145
1778,7799,3654
1779,7801,4147
1780,7807,3660
1781,7811,4151
1782,7813,3662
1783,7817,4155
1784,7823,3668
1785,7829,4161
1786,7831,3670
1787,7837,4167
1788,7841,3674
1789,7843,4169
1790,7849,3680
1791,7853,4173
1792,7859,3686
1793,7867,4181
1794,7871,3690
1795,7873,4183
1796,7877,3694
1797,7879,4185
1798,7883,3698
1799,7891,4193
1800,7897,3704
1801,7901,4197
1802,7907,3710
1803,7909,4199
1804,7913,3714
1805,7919,4205
1806,7921,3716
1807,7927,4211
1808,7933,3722
1809,7937,4215
1810,7939,3724
1811,7943,4219
1812,7949,3730
1813,7951,4221
1814,7957,3736
1815,7961,4225
1816,7963,3738
1817,7967,4229
1818,7969,3740
1819,7979,4239
1820,7981,3742
1821,7991,4249
1822,7993,3744
1823,7997,4253
1824,7999,3746
1825,8003,4257
1826,8009,3752
1827,8011,4259
1828,8017,3758
1829,8021,4263
1830,8023,3760
1831,8027,4267
1832,8033,3766
1833,8039,4273
1834,8041,3768
1835,8047,4279
1836,8051,3772
1837,8053,4281
1838,8059,3778
1839,8063,4285
1840,8069,3784
1841,8077,4293
1842,8081,3788
1843,8083,4295
1844,8087,3792
1845,8089,4297
1846,8093,3796
1847,8101,4305
1848,8107,3802
1849,8111,4309
1850,8117,3808
1851,8119,4311
1852,8123,3812
1853,8129,4317
1854,8131,3814
1855,8137,4323
1856,8143,3820
1857,8147,4327
1858,8149,3822
1859,8153,4331
1860,8159,3828
1861,8161,4333
1862,8167,3834
1863,8171,4337
1864,8173,3836
1865,8177,4341
1866,8179,3838
1867,8189,4351
1868,8191,3840
1869,8201,4361
1870,8203,3842
1871,8207,4365
1872,8209,3844
1873,8213,4369
1874,8219,3850
1875,8221,4371
1876,8227,3856
1877,8231,4375
1878,8233,3858
1879,8237,4379
1880,8243,3864
1881,8249,4385
1882,8251,3866
1883,8257,4391
1884,8261,3870
1885,8263,4393
1886,8269,3876
1887,8273,4397
1888,8279,3882
1889,8287,4405
1890,8291,3886
1891,8293,4407
1892,8297,3890
1893,8299,4409
1894,8303,3894
1895,8311,4417
1896,8317,3900
1897,8321,4421
1898,8327,3906
1899,8329,4423
1900,8333,3910
1901,8339,4429
1902,8341,3912
1903,8347,4435
1904,8353,3918
1905,8357,4439
1906,8359,3920
1907,8363,4443
1908,8369,3926
1909,8371,4445
1910,8377,3932
1911,8381,4449
1912,8383,3934
1913,8387,4453
1914,8389,3936
1915,8399,4463
1916,8401,3938
1917,8411,4473
1918,8413,3940
1919,8417,4477
1920,8419,3942
1921,8423,4481
1922,8429,3948
1923,8431,4483
1924,8437,3954
1925,8441,4487
1926,8443,3956
1927,8447,4491
1928,8453,3962
1929,8459,4497
1930,8461,3964
1931,8467,4503
1932,8471,3968
1933,8473,4505
1934,8479,3974
1935,8483,4509
1936,8489,3980
1937,8497,4517
1938,8501,3984
1939,8503,4519
1940,8507,3988
1941,8509,4521
1942,8513,3992
1943,8521,4529
1944,8527,3998
1945,8531,4533
1946,8537,4004
1947,8539,4535
1948,8543,4008
1949,8549,4541
1950,8551,4010
1951,8557,4547
1952,8563,4016
1953,8567,4551
1954,8569,4018
1955,8573,4555
1956,8579,4024
1957,8581,4557
1958,8587,4030
1959,8591,4561
1960,8593,4032
1961,8597,4565
1962,8599,4034
1963,8609,4575
1964,8611,4036
1965,8621,4585
1966,8623,4038
1967,8627,4589
1968,8629,4040
1969,8633,4593
1970,8639,4046
1971,8641,4595
1972,8647,4052
1973,8651,4599
1974,8653,4054
1975,8657,4603
1976,8663,4060
1977,8669,4609
1978,8671,4062
1979,8677,4615
1980,8681,4066
1981,8683,4617
1982,8689,4072
1983,8693,4621
1984,8699,4078
1985,8707,4629
1986,8711,4082
1987,8713,4631
1988,8717,4086
1989,8719,4633
1990,8723,4090
1991,8731,4641
1992,8737,4096
1993,8741,4645
1994,8747,4102
1995,8749,4647
1996,8753,4106
1997,8759,4653
1998,8761,4108
1999,8767,4659
2000,8773,4114
2001,8777,4663
2002,8779,4116
2003,8783,4667
2004,8789,4122
2005,8791,4669
2006,8797,4128
2007,8801,4673
2008,8803,4130
2009,8807,4677
2010,8809,4132
2011,8819,4687
2012,8821,4134
2013,8831,4697
2014,8833,4136
2015,8837,4701
2016,8839,4138
2017,8843,4705
2018,8849,4144
2019,8851,4707
2020,8857,4150
2021,8861,4711
2022,8863,4152
2023,8867,4715
2024,8873,4158
2025,8879,4721
2026,8881,4160
2027,8887,4727
2028,8891,4164
2029,8893,4729
2030,8899,4170
2031,8903,4733
2032,8909,4176
2033,8917,4741
2034,8921,4180
2035,8923,4743
2036,8927,4184
2037,8929,4745
2038,8933,4188
2039,8941,4753
2040,8947,4194
2041,8951,4757
2042,8957,4200
2043,8959,4759
2044,8963,4204
2045,8969,4765
2046,8971,4206
2047,8977,4771
2048,8983,4212
2049,8987,4775
2050,8989,4214
2051,8993,4779
2052,8999,4220
2053,9001,4781
2054,9007,4226
2055,9011,4785
2056,9013,4228
2057,9017,4789
2058,9019,4230
2059,9029,4799
2060,9031,4232
2061,9041,4809
2062,9043,4234
2063,9047,4813
2064,9049,4236
2065,9053,4817
2066,9059,4242
2067,9061,4819
2068,9067,4248
2069,9071,4823
2070,9073,4250
2071,9077,4827
2072,9083,4256
2073,9089,4833
2074,9091,4258
2075,9097,4839
2076,9101,4262
2077,9103,4841
2078,9109,4268
2079,9113,4845
2080,9119,4274
2081,9127,4853
2082,9131,4278
2083,9133,4855
2084,9137,4282
2085,9139,4857
2086,9143,4286
2087,9151,4865
2088,9157,4292
2089,9161,4869
2090,9167,4298
2091,9169,4871
2092,9173,4302
2093,9179,4877
2094,9181,4304
2095,9187,4883
2096,9193,4310
2097,9197,4887
2098,9199,4312
2099,9203,4891
2100,9209,4318
2101,9211,4893
2102,9217,4324
2103,9221,4897
2104,9223,4326
2105,9227,4901
2106,9229,4328
2107,9239,4911
2108,9241,4330
2109,9251,4921
2110,9253,4332
2111,9257,4925
2112,9259,4334
2113,9263,4929
2114,9269,4340
2115,9271,4931
2116,9277,4346
2117,9281,4935
2118,9283,4348
2119,9287,4939
2120,9293,4354
2121,9299,4945
2122,9301,4356
2123,9307,4951
2124,9311,4360
2125,9313,4953
2126,9319,4366
2127,9323,4957
2128,9329,4372
2129,9337,4965
2130,9341,4376
2131,9343,4967
2132,9347,4380
2133,9349,4969
2134,9353,4384
2135,9361,4977
2136,9367,4390
2137,9371,4981
2138,9377,4396
2139,9379,4983
2140,9383,4400
2141,9389,4989
2142,9391,4402
2143,9397,4995
2144,9403,4408
2145,9407,4999
2146,9409,4410
2147,9413,5003
2148,9419,4416
2149,9421,5005
2150,9427,4422
2151,9431,5009
2152,9433,4424
2153,9437,5013
2154,9439,4426
2155,9449,5023
2156,9451,4428
2157,9461,5033
2158,9463,4430
2159,9467,5037
2160,9469,4432
2161,9473,5041
2162,9479,4438
2163,9481,5043
2164,9487,4444
2165,9491,5047
2166,9493,4446
2167,9497,5051
2168,9503,4452
2169,9509,5057
2170,9511,4454
2171,9517,5063
2172,9521,4458
2173,9523,5065
2174,9529,4464
2175,9533,5069
2176,9539,4470
2177,9547,5077
2178,9551,4474
2179,9553,5079
2180,9557,4478
2181,9559,5081
2182,9563,4482
2183,9571,5089
2184,9577,4488
2185,9581,5093
2186,9587,4494
2187,9589,5095
2188,9593,4498
2189,9599,5101
2190,9601,4500
2191,9607,5107
2192,9613,4506
2193,9617,5111
2194,9619,4508
2195,9623,5115
2196,9629,4514
2197,9631,5117
2198,9637,4520
2199,9641,5121
2200,9643,4522
2201,9647,5125
2202,9649,4524
2203,9659,5135
2204,9661,4526
2205,9671,5145
2206,9673,4528
2207,9677,5149
2208,9679,4530
2209,9683,5153
2210,9689,4536
2211,9691,5155
2212,9697,4542
2213,9701,5159
2214,9703,4544
2215,9707,5163
2216,9713,4550
2217,9719,5169
2218,9721,4552
2219,9727,5175
2220,9731,4556
2221,9733,5177
2222,9739,4562
2223,9743,5181
2224,9749,4568
2225,9757,5189
2226,9761,4572
2227,9763,5191
2228,9767,4576
2229,9769,5193
2230,9773,4580
2231,9781,5201
2232,9787,4586
2233,9791,5205
2234,9797,4592
2235,9799,5207
2236,9803,4596
2237,9809,5213
2238,9811,4598
2239,9817,5219
2240,9823,4604
2241,9827,5223
2242,9829,4606
2243,9833,5227
2244,9839,4612
2245,9841,5229
2246,9847,4618
2247,9851,5233
2248,9853,4620
2249,9857,5237
2250,9859,4622
2251,9869,5247
2252,9871,4624
2253,9881,5257
2254,9883,4626
2255,9887,5261
2256,9889,4628
2257,9893,5265
2258,9899,4634
2259,9901,5267
2260,9907,4640
2261,9911,5271
2262,9913,4642
2263,9917,5275
2264,9923,4648
2265,9929,5281
2266,9931,4650
2267,9937,5287
2268,9941,4654
2269,9943,5289
2270,9949,4660
2271,9953,5293
2272,9959,4666
2273,9967,5301
2274,9971,4670
2275,9973,5303
2276,9977,4674
2277,9979,5305
2278,9983,4678
2279,9991,5313
2280,9997,4684
2281,10001,5317
2282,10007,4690
2283,10009,5319
2284,10013,4694
2285,10019,5325
2286,10021,4696
2287,10027,5331
2288,10033,4702
2289,10037,5335
2290,10039,4704
2291,10043,5339
2292,10049,4710
2293,10051,5341
2294,10057,4716
2295,10061,5345
2296,10063,4718
2297,10067,5349
2298,10069,4720
2299,10079,5359
2300,10081,4722
2301,10091,5369
2302,10093,4724
2303,10097,5373
2304,10099,4726
2305,10103,5377
2306,10109,4732
2307,10111,5379
2308,10117,4738
2309,10121,5383
2310,10123,4740
2311,10127,5387
2312,10133,4746
2313,10139,5393
2314,10141,4748
2315,10147,5399
2316,10151,4752
2317,10153,5401
2318,10159,4758
2319,10163,5405
2320,10169,4764
2321,10177,5413
2322,10181,4768
2323,10183,5415
2324,10187,4772
2325,10189,5417
2326,10193,4776
2327,10201,5425
2328,10207,4782
2329,10211,5429
2330,10217,4788
2331,10219,5431
2332,10223,4792
2333,10229,5437
2334,10231,4794
2335,10237,5443
2336,10243,4800
2337,10247,5447
2338,10249,4802
2339,10253,5451
2340,10259,4808
2341,10261,5453
2342,10267,4814
2343,10271,5457
2344,10273,4816
2345,10277,5461
2346,10279,4818
2347,10289,5471
2348,10291,4820
2349,10301,5481
2350,10303,4822
2351,10307,5485
2352,10309,4824
2353,10313,5489
2354,10319,4830
2355,10321,5491
2356,10327,4836
2357,10331,5495
2358,10333,4838
2359,10337,5499
2360,10343,4844
2361,10349,5505
2362,10351,4846
2363,10357,5511
2364,10361,4850
2365,10363,5513
2366,10369,4856
2367,10373,5517
2368,10379,4862
2369,10387,5525
2370,10391,4866
2371,10393,5527
2372,10397,4870
2373,10399,5529
2374,10403,4874
2375,10411,5537
2376,10417,4880
2377,10421,5541
2378,10427,4886
2379,10429,5543
2380,10433,4890
2381,10439,5549
2382,10441,4892
2383,10447,5555
2384,10453,4898
2385,10457,5559
2386,10459,4900
2387,10463,5563
2388,10469,4906
2389,10471,5565
2390,10477,4912
2391,10481,5569
2392,10483,4914
2393,10487,5573
2394,10489,4916
2395,10499,5583
2396,10501,4918
2397,10511,5593
2398,10513,4920
2399,10517,5597
2400,10519,4922
2401,10523,5601
2402,10529,4928
2403,10531,5603
2404,10537,4934
2405,10541,5607
2406,10543,4936
2407,10547,5611
2408,10553,4942
2409,10559,5617
2410,10561,4944
2411,10567,5623
2412,10571,4948
2413,10573,5625
2414,10579,4954
2415,10583,5629
2416,10589,4960
2417,10597,5637
2418,10601,4964
2419,10603,5639
2420,10607,4968
2421,10609,5641
2422,10613,4972
2423,10621,5649
2424,10627,4978
2425,10631,5653
2426,10637,4984
2427,10639,5655
2428,10643,4988
2429,10649,5661
2430,10651,4990
2431,10657,5667
2432,10663,4996
2433,10667,5671
2434,10669,4998
2435,10673,5675
2436,10679,5004
2437,10681,5677
2438,10687,5010
2439,10691,5681
2440,10693,5012
2441,10697,5685
2442,10699,5014
2443,10709,5695
2444,10711,5016
2445,10721,5705
2446,10723,5018
2447,10727,5709
2448,10729,5020
2449,10733,5713
2450,10739,5026
2451,10741,5715
2452,10747,5032
2453,10751,5719
2454,10753,5034
2455,10757,5723
2456,10763,5040
2457,10769,5729
2458,10771,5042
2459,10777,5735
2460,10781,5046
2461,10783,5737
2462,10789,5052
2463,10793,5741
2464,10799,5058
2465,10807,5749
2466,10811,5062
2467,10813,5751
2468,10817,5066
2469,10819,5753
2470,10823,5070
2471,10831,5761
2472,10837,5076
2473,10841,5765
2474,10847,5082
2475,10849,5767
2476,10853,5086
2477,10859,5773
2478,10861,5088
2479,10867,5779
2480,10873,5094
2481,10877,5783
2482,10879,5096
2483,10883,5787
2484,10889,5102
2485,10891,5789
2486,10897,5108
2487,10901,5793
2488,10903,5110
2489,10907,5797
2490,10909,5112
2491,10919,5807
2492,10921,5114
2493,10931,5817
2494,10933,5116
2495,10937,5821
2496,10939,5118
2497,10943,5825
2498,10949,5124
2499,10951,5827
2500,10957,5130
2501,10961,5831
2502,10963,5132
2503,10967,5835
2504,10973,5138
2505,10979,5841
2506,10981,5140
2507,10987,5847
2508,10991,5144
2509,10993,5849
2510,10999,5150
2511,11003,5853
2512,11009,5156
2513,11017,5861
2514,11021,5160
2515,11023,5863
2516,11027,5164
2517,11029,5865
2518,11033,5168
2519,11041,5873
2520,11047,5174
2521,11051,5877
2522,11057,5180
2523,11059,5879
2524,11063,5184
2525,11069,5885
2526,11071,5186
2527,11077,5891
2528,11083,5192
2529,11087,5895
2530,11089,5194
2531,11093,5899
2532,11099,5200
2533,11101,5901
2534,11107,5206
2535,11111,5905
2536,11113,5208
2537,11117,5909
2538,11119,5210
2539,11129,5919
2540,11131,5212
2541,11141,5929
2542,11143,5214
2543,11147,5933
2544,11149,5216
2545,11153,5937
2546,11159,5222
2547,11161,5939
2548,11167,5228
2549,11171,5943
2550,11173,5230
2551,11177,5947
2552,11183,5236
2553,11189,5953
2554,11191,5238
2555,11197,5959
2556,11201,5242
2557,11203,5961
2558,11209,5248
2559,11213,5965
2560,11219,5254
2561,11227,5973
2562,11231,5258
2563,11233,5975
2564,11237,5262
2565,11239,5977
2566,11243,5266
2567,11251,5985
2568,11257,5272
2569,11261,5989
2570,11267,5278
2571,11269,5991
2572,11273,5282
2573,11279,5997
2574,11281,5284
2575,11287,6003
2576,11293,5290
2577,11297,6007
2578,11299,5292
2579,11303,6011
2580,11309,5298
2581,11311,6013
2582,11317,5304
2583,11321,6017
2584,11323,5306
2585,11327,6021
2586,11329,5308
2587,11339,6031
2588,11341,5310
2589,11351,6041
2590,11353,5312
2591,11357,6045
2592,11359,5314
2593,11363,6049
2594,11369,5320
2595,11371,6051
2596,11377,5326
2597,11381,6055
2598,11383,5328
2599,11387,6059
2600,11393,5334
2601,11399,6065
2602,11401,5336
2603,11407,6071
2604,11411,5340
2605,11413,6073
2606,11419,5346
2607,11423,6077
2608,11429,5352
2609,11437,6085
2610,11441,5356
2611,11443,6087
2612,11447,5360
2613,11449,6089
2614,11453,5364
2615,11461,6097
2616,11467,5370
2617,11471,6101
2618,11477,5376
2619,11479,6103
2620,11483,5380
2621,11489,6109
2622,11491,5382
2623,11497,6115
2624,11503,5388
2625,11507,6119
2626,11509,5390
2627,11513,6123
2628,11519,5396
2629,11521,6125
2630,11527,5402
2631,11531,6129
2632,11533,5404
2633,11537,6133
2634,11539,5406
2635,11549,6143
2636,11551,5408
2637,11561,6153
2638,11563,5410
2639,11567,6157
2640,11569,5412
2641,11573,6161
2642,11579,5418
2643,11581,6163
2644,11587,5424
2645,11591,6167
2646,11593,5426
2647,11597,6171
2648,11603,5432
2649,11609,6177
2650,11611,5434
2651,11617,6183
2652,11621,5438
2653,11623,6185
2654,11629,5444
2655,11633,6189
2656,11639,5450
2657,11647,6197
2658,11651,5454
2659,11653,6199
2660,11657,5458
2661,11659,6201
2662,11663,5462
2663,11671,6209
2664,11677,5468
2665,11681,6213
2666,11687,5474
2667,11689,6215
2668,11693,5478
2669,11699,6221
2670,11701,5480
2671,11707,6227
2672,11713,5486
2673,11717,6231
2674,11719,5488
2675,11723,6235
2676,11729,5494
2677,11731,6237
2678,11737,5500
2679,11741,6241
2680,11743,5502
2681,11747,6245
2682,11749,5504
2683,11759,6255
2684,11761,5506
2685,11771,6265
2686,11773,5508
2687,11777,6269
2688,11779,5510
2689,11783,6273
2690,11789,5516
2691,11791,6275
2692,11797,5522
2693,11801,6279
2694,11803,5524
2695,11807,6283
2696,11813,5530
2697,11819,6289
2698,11821,5532
2699,11827,6295
2700,11831,5536
2701,11833,6297
2702,11839,5542
2703,11843,6301
2704,11849,5548
2705,11857,6309
2706,11861,5552
2707,11863,6311
2708,11867,5556
2709,11869,6313
2710,11873,5560
2711,11881,6321
2712,11887,5566
2713,11891,6325
2714,11897,5572
2715,11899,6327
2716,11903,5576
2717,11909,6333
2718,11911,5578
2719,11917,6339
2720,11923,5584
2721,11927,6343
2722,11929,5586
2723,11933,6347
2724,11939,5592
2725,11941,6349
2726,11947,5598
2727,11951,6353
2728,11953,5600
2729,11957,6357
2730,11959,5602
2731,11969,6367
2732,11971,5604
2733,11981,6377
2734,11983,5606
2735,11987,6381
2736,11989,5608
2737,11993,6385
2738,11999,5614
2739,12001,6387
2740,12007,5620
2741,12011,6391
2742,12013,5622
2743,12017,6395
2744,12023,5628
2745,12029,6401
2746,12031,5630
2747,12037,6407
2748,12041,5634
2749,12043,6409
2750,12049,5640
2751,12053,6413
2752,12059,5646
2753,12067,6421
2754,12071,5650
2755,12073,6423
2756,12077,5654
2757,12079,6425
2758,12083,5658
2759,12091,6433
2760,12097,5664
2761,12101,6437
2762,12107,5670
2763,12109,6439
2764,12113,5674
2765,12119,6445
2766,12121,5676
2767,12127,6451
2768,12133,5682
2769,12137,6455
2770,12139,5684
2771,12143,6459
2772,12149,5690
2773,12151,6461
2774,12157,5696
2775,12161,6465
2776,12163,5698
2777,12167,6469
2778,12169,5700
2779,12179,6479
2780,12181,5702
2781,12191,6489
2782,12193,5704
2783,12197,6493
2784,12199,5706
2785,12203,6497
2786,12209,5712
2787,12211,6499
2788,12217,5718
2789,12221,6503
2790,12223,5720
2791,12227,6507
2792,12233,5726
2793,12239,6513
2794,12241,5728
2795,12247,6519
2796,12251,5732
2797,12253,6521
2798,12259,5738
2799,12263,6525
2800,12269,5744
2801,12277,6533
2802,12281,5748
2803,12283,6535
2804,12287,5752
2805,12289,6537
2806,12293,5756
2807,12301,6545
2808,12307,5762
2809,12311,6549
2810,12317,5768
2811,12319,6551
2812,12323,5772
2813,12329,6557
2814,12331,5774
2815,12337,6563
2816,12343,5780
2817,12347,6567
2818,12349,5782
2819,12353,6571
2820,12359,5788
2821,12361,6573
2822,12367,5794
2823,12371,6577
2824,12373,5796
2825,12377,6581
2826,12379,5798
2827,12389,6591
2828,12391,5800
2829,12401,6601
2830,12403,5802
2831,12407,6605
2832,12409,5804
2833,12413,6609
2834,12419,5810
2835,12421,6611
2836,12427,5816
2837,12431,6615
2838,12433,5818
2839,12437,6619
2840,12443,5824
2841,12449,6625
2842,12451,5826
2843,12457,6631
2844,12461,5830
2845,12463,6633
2846,12469,5836
2847,12473,6637
2848,12479,5842
2849,12487,6645
2850,12491,5846
2851,12493,6647
2852,12497,5850
2853,12499,6649
2854,12503,5854
2855,12511,6657
2856,12517,5860
2857,12521,6661
2858,12527,5866
2859,12529,6663
2860,12533,5870
2861,12539,6669
2862,12541,5872
2863,12547,6675
2864,12553,5878
2865,12557,6679
2866,12559,5880
2867,12563,6683
2868,12569,5886
2869,12571,6685
2870,12577,5892
2871,12581,6689
2872,12583,5894
2873,12587,6693
2874,12589,5896
2875,12599,6703
2876,12601,5898
2877,12611,6713
2878,12613,5900
2879,12617,6717
2880,12619,5902
2881,12623,6721
2882,12629,5908
2883,12631,6723
2884,12637,5914
2885,12641,6727
2886,12643,5916
2887,12647,6731
2888,12653,5922
2889,12659,6737
2890,12661,5924
2891,12667,6743
2892,12671,5928
2893,12673,6745
2894,12679,5934
2895,12683,6749
2896,12689,5940
2897,12697,6757
2898,12701,5944
2899,12703,6759
2900,12707,5948
2901,12709,6761
2902,12713,5952
2903,12721,6769
2904,12727,5958
2905,12731,6773
2906,12737,5964
2907,12739,6775
2908,12743,5968
2909,12749,6781
2910,12751,5970
2911,12757,6787
2912,12763,5976
2913,12767,6791
2914,12769,5978
2915,12773,6795
2916,12779,5984
2917,12781,6797
2918,12787,5990
2919,12791,6801
2920,12793,5992
2921,12797,6805
2922,12799,5994
2923,12809,6815
2924,12811,5996
2925,12821,6825
2926,12823,5998
2927,12827,6829
2928,12829,6000
2929,12833,6833
2930,12839,6006
2931,12841,6835
2932,12847,6012
2933,12851,6839
2934,12853,6014
2935,12857,6843
2936,12863,6020
2937,12869,6849
2938,12871,6022
2939,12877,6855
2940,12881,6026
2941,12883,6857
2942,12889,6032
2943,12893,6861
2944,12899,6038
2945,12907,6869
2946,12911,6042
2947,12913,6871
2948,12917,6046
2949,12919,6873
2950,12923,6050
2951,12931,6881
2952,12937,6056
2953,12941,6885
2954,12947,6062
2955,12949,6887
2956,12953,6066
2957,12959,6893
2958,12961,6068
2959,12967,6899
2960,12973,6074
2961,12977,6903
2962,12979,6076
2963,12983,6907
2964,12989,6082
2965,12991,6909
2966,12997,6088
2967,13001,6913
2968,13003,6090
2969,13007,6917
2970,13009,6092
2971,13019,6927
2972,13021,6094
2973,13031,6937
2974,13033,6096
2975,13037,6941
2976,13039,6098
2977,13043,6945
2978,13049,6104
2979,13051,6947
2980,13057,6110
2981,13061,6951
2982,13063,6112
2983,13067,6955
2984,13073,6118
2985,13079,6961
2986,13081,6120
2987,13087,6967
2988,13091,6124
2989,13093,6969
2990,13099,6130
2991,13103,6973
2992,13109,6136
2993,13117,6981
2994,13121,6140
2995,13123,6983
2996,13127,6144
2997,13129,6985
2998,13133,6148
2999,13141,6993
3000,13147,6154
3001,13151,6997
3002,13157,6160
3003,13159,6999
3004,13163,6164
3005,13169,7005
3006,13171,6166
3007,13177,7011
3008,13183,6172
3009,13187,7015
3010,13189,6174
3011,13193,7019
3012,13199,6180
3013,13201,7021
3014,13207,6186
3015,13211,7025
3016,13213,6188
3017,13217,7029
3018,13219,6190
3019,13229,7039
3020,13231,6192
3021,13241,7049
3022,13243,6194
3023,13247,7053
3024,13249,6196
3025,13253,7057
3026,13259,6202
3027,13261,7059
3028,13267,6208
3029,13271,7063
3030,13273,6210
3031,13277,7067
3032,13283,6216
3033,13289,7073
3034,13291,6218
3035,13297,7079
3036,13301,6222
3037,13303,7081
3038,13309,6228
3039,13313,7085
3040,13319,6234
3041,13327,7093
3042,13331,6238
3043,13333,7095
3044,13337,6242
3045,13339,7097
3046,13343,6246
3047,13351,7105
3048,13357,6252
3049,13361,7109
3050,13367,6258
3051,13369,7111
3052,13373,6262
3053,13379,7117
3054,13381,6264
3055,13387,7123
3056,13393,6270
3057,13397,7127
3058,13399,6272
3059,13403,7131
3060,13409,6278
3061,13411,7133
3062,13417,6284
3063,13421,7137
3064,13423,6286
3065,13427,7141
3066,13429,6288
3067,13439,7151
3068,13441,6290
3069,13451,7161
